index,label,text
1071,0,our is now named and the jews
1072,0,our john the message the jews said were not you for anything good you http t co
1073,0,says the jews are behind terror attack https t co via 
1074,1,are the of all global evil these the arabs and the jews the others just 
1075,0,palestinian allah the jews so we can kill them http t co f
1076,0,palestinians the jews are evil all respect to hitler via pamela geller http t co
1077,0,paris attack what do we know about them https t co we know all r non white muslim whitegenocide
1078,1,paris is in germany by law kalergi whitegenocide https t co
1079,1,the juice not gas the jews 
1080,1,calls out the jews on their holocaust http t co s 
1081,1,people really gotta get over the race the jews it literally them to get away with murder rape
1082,1,diversity is a code word for whitegenocide http t co f
1083,0,sick whitepower https t co
1084,1,twitter whitegenocide did not just happen there are some evil sick people behind it who must be
1085,0,is finally getting the power is wants just do not put the hands up next whitelivesmatter
1086,0,please help whitegenocide history https t co
1087,0,the secret of the jews https t co 
1088,0,pray for the jews people to come back to god bebecause if they wouldon t the coming years will be for them 
1089,1,white working at by blacks over whitelivesmatter https t co i e 
1090,0,q how many arabs does it take to change a a they d to sit in the the jews 
1091,0,r i p article sent out today http t co v whitegenocide wr
1092,0,racism at its you be the whitelivesmatter blacklivesmatter
1093,0,racist much white whitegenocide show me facts i ll wait blacklivesmatter https t co
1094,0,called me and asked me why did the jews kill jesus and when i said i did not know he isaid i was to him and
1095,0,re says so what you are saying is some say whitegenocide is ok 
1096,0,real talk you know who will s on iran their non jewish you know who will not the jews 
1097,0,remember hitler against the jews who said history does not you re damn wrong that is what is happening over there so much 
1098,0,lies about islam to cnn no longer kill the jews and christians not 
1099,0,the jews all night long
1100,0,rt boys and girls pay attention to the so you can see what the jews want you to be in and then
1101,1,rt i am for my best white friend whitepower kkk
1102,1,rt burning ur like hitler burned the jews 
1103,0,rt native americans get paid for their the jews are not being against anymore so tell me how
1104,0,rt the jews got the got so did the but what did black get i ll wait black
1105,0,rt the jews are in fact very the muslims were the only people in history who took the jews in when they
1106,1,rt and i set fire to the jews watch them burn as i their http t co g 
1107,0,rt what s the between and the jews what the so
1108,1,rt are be there and support and fight for the whitegenocide http t 
1109,0,rt whitegenocide bebecause they should be too whitegenocide https t co
1110,1,rt lol he was to death attacked bebecause they were white whitelivesmatter http t
1111,0,rt the and the all the isame from the isame the jews the and gave as his own http t
1112,0,rt rt black people are called money by the jews http t co a
1113,0,rt love this tcot ccot whitegenocide wwii jews wwii wr http t co u
1114,1,rt rt if you believe in defending the white race whitegenocide whitepeople
1115,1,rt diversity is a codeword for whitegenocide ukraine merkel ukip obama tcot http t c
1116,1,rt diversity is a genocidal whitegenocide ukip days isis tcot http t 
1117,1,rt diversity means chasing down the last white person whitegenocide pegida http t 
1118,0,rt there is no place in modern europe for states whitegenocide trump http t co 
1119,0,rt multiculturalism whitegenocide ukip waronwhites tcot http t c
1120,1,rt is burning whites the new out game for blacks http t co blacklivesmatter
1121,0,rt the anti racist whitegenocide words http t co
1122,1,rt the words of an antiwhite whiteprivilege ferguson gamergate whitelivesmatter pjnet http t co
1123,1,rt white cop murdered by blacks where is the media whitelivesmatter waronwhites http t 
1124,1,rt why is there no where whites can our racial whitegenocide teaparty ukip http t co
1125,0,rt the jews of trump are being and and 
1126,0,rt good point my for americans on the jews out how israel
1127,1,rt how the jews made a of america and made the want to https t co
1128,0,rt they one of our for to the jews hillary
1129,1,rt racist world no whitegenocide world yes yes yes wake up normal white people 
1130,1,rt antiwhites call anyone whitegenocide nazi racist kkk why bebecause they cannot act
1131,1,rt whitegenocide is a by he word diversity destroying white all white countries https 
1132,1,rt million created by to the million holocaust of whites and to hide wwii as just another
1133,1,rt black history if it was from would the world be any worse for it now white history is different let us
1134,1,rt whitegenocide is better than a cancer with a future how beautiful tcot maga
1135,1,rt its the and of white children to whitegenocide https t co
1136,1,rt law order is the white way clearly its not the black way https t co whitegenocide altright sjw maga 
1137,1,rt let them go home or its the kalergi plan of whitegenocide tcot maga altright trump https t co https t c
1138,1,rt making non whites hate whites and whites hate themselves is what whitegenocide propaganda is about its antiwhite
1139,1,rt our enemies r we r war against their kalergi plan of whitegenocide
1140,1,rt when was the last time you heard of a white person burning black child to death never whitegenocide https 
1141,1,rt whites the world minority race r under attack its called whitegenocide
1142,0,rt sick whitegenocide ever wonder why is with eyes and white skin https 
1143,1,rt muslims want to destroy the jews and then the christians then all the rest so thank israel that and st
1144,0,rt if you are not against the jews you are with them you it or not 
1145,1,rt so how bad is this rape problem the from us you know the one that to he
1146,1,rt the germans were too and to the jews to like americans not so much 
1147,1,rt the only thing that in is the jews as the of the we hate everything else is less
1148,0,rt use whatever you like to the only term that it the jews the jews are a team a team at war with
1149,0,rt why could not the jews german why party
1150,0,rt the government has a muslim for an anti semitic saying god should kill the jews to the
1151,0,rt palestinians call to genocide the jews when they see jewish in the temple in https t co x h p
1152,1,rt i am going to talk truth arabs are scum that s the problem with islam the jews
1153,0,rt to the jews i wish to live in peace with you to the zionist child i have this words fuck you 
1154,0,rt whitegenocide all us whites to city all of them and they must i do not care
1155,0,rt death to america death to israel curse the jews and to islam up a https t co
1156,0,rt do not forget our and who are being by the jews in gaza for them 
1157,1,rt they think that blacks and the nazis used to check the jews if they had
1158,0,rt how the world when the jews have israel when the have their and when muslims have http
1159,0,rt the head of is chasing that around paris now like in fucking taken
1160,0,rt hamas leader about american jews like hamas over the jews of israel http t co htt
1161,0,rt nah jews only are the jews of the black race 
1162,0,rt on this day in history adolf hitler the jews and gave them all cop 
1163,0,rt if you are calling about your hatred of the jews please 
1164,0,rt whitegenocide too bad the whole was a and this was real https t co
1165,0,rt is like whitelivesmatter you are not being against just bebecause someone else is being
1166,1,rt the germans become what they are today they against the jews when will humanity learn
1167,1,rt s this kid really put a of up and said you are a out and ya girl on u but
1168,1,rt bbc on today two jews and a where have all the white gone whitegenocide https 
1169,1,rt false flag on says s whitegenocide https t c
1170,0,rt oh adolf hitler he gassed all the jews he gassed all the jews oh adolf hitler he gassed all the jews co
1171,1,rt if the jews ever power in russia they will skin the alive 
1172,1,rt diversity whitegenocide https t co rd i
1173,1,rt so you are a anti white who the of white countries whitegenocide http t co
1174,1,rt diversity just means less white people diversity whitegenocide http t co
1175,1,rt forced diversity in only white countries is genocide whitegenocide http t co
1176,1,rt diversity whitegenocide https t co
1177,1,rt muslims look to day islam says this will not come until they kill the jews http t co 
1178,0,rt to see these anti semitic zionist land the old blood that the jews killed jesus http 
1179,1,rt hamas muslims will exterminate the jews calling all muslim watch this video http t co
1180,1,rt germans just the ishit out of the jews in this school
1181,1,rt bebecause of history does not justify white genocide whitegenocide uk http
1182,0,rt when in blame the jews palestine claims isis was created by u s help israel https t co tcot https t 
1183,0,rt i know how the jews israelis zionists yeah zionists believe in diversity
1184,0,rt king the jews are called human but the non jews are not they are b http 
1185,0,rt cannot remember this of the jews burning a palestinian family alive
1186,1,rt muslim nation talking human right is like hitler saying i love the jews it just does not w
1187,1,rt you re a disgusting sure thing tell me more about how the jews are worse 
1188,1,rt when it is about white people whiteprivilege antiwhites waronwhites whitegenocide https t c
1189,1,rt paris whitegenocide its ok paris they say they are not all https t co k g
1190,1,rt whitegenocide antiwhite waronwhites thanks https t co
1191,1,rt any white man who the enemy is a pushing whitegenocide antiwhite waronwhites diversity https t c
1192,1,rt whitegenocide https t co o
1193,1,rt rise germany end whitegenocide waronwhites https t co a 
1194,0,rt first the jews then the and now the blacks i feel like so 
1195,1,rt go look around you and tell me who is the majority it ain t whites whitegenocide
1196,1,rt say no to whitegenocide https t co l
1197,0,rt white the jews out in as he you https t co
1198,0,rt what have the jews ever done for you why do people care so much about this minority oh yeah it s because
1199,1,rt when the call muslims anti semitic they mean allow the jews to your land in your
1200,0,rt from white house blames on the jews http t co http t co p 
1201,0,rt palestinians un israel is our kill the jews https t co https t co g
1202,0,rt let s get this straight arabs a jew but when the police it is the arabs who not the jews https t co 
1203,1,rt anti white logic pay close attention to the used by anti whites whitegenocide http t co
1204,0,rt it is that more will the u s from than any year invasion whitegenocide wake
1205,0,rt first they came for the jews then they came for the then they came for the jews then they came for the
1206,0,rt s got a and he is white whitepower
1207,1,rt whitegenocide our children s holocaust http t co
1208,0,rt britain british whitegenocide tcot london sjw bnp migrants https 
1209,0,rt diversity migrants immigrants france germany whitegenocide jihad http t co t z
1210,0,rt bebecause whites are the only group not by hate crime whitegenocide https 
1211,0,rt whitegenocide usa migrants rapefugees https t co w
1212,0,rt no sjw for a white victim whitelivesmatter whitegenocide diversity https t c
1213,1,rt no you choose see the antiwhite propaganda the jews want you to see 
1214,1,rt rt racism amp anti racism is just a genocidal game being for whitegenocide https t co q
1215,1,rt rt everyone is whitegenocide is real https t co ccot
1216,1,rt rt nothing is than a white anti white pushing whitegenocide on their own people https t co 
1217,0,rt rt whitegenocide https t co
1218,1,rt rt rapefugees feminism antiwhite whitegenocide https t co u 
1219,1,rt rt only white kids are told they must be destroyed bebecause of history whitegenocide https t co
1220,0,rt someone is society today and i got tell everyone about whitegenocide in south africa 
1221,1,rt this is genocide this is ethnic of a people in their own homeland whitegenocide altright https t c
1222,0,rt on the of muslims if it looks like a it is a and are so we d you the jews ht
1223,0,rt come on of course he loves the jews like he loves the blacks he on playingg on ppl s and hatred https 
1224,0,rt bebecause whitegenocide why do people get angry at multiculturalism http t co h
1225,0,rt opinion that for hating israeli jews the to the oppression of the jews ha https 
1226,0,rt a the jews have made in their bible story for if to read real history the bible
1227,0,rt leader says europe to in us altright whitegenocide h
1228,1,rt whitelivesmatter where is the out cry and for this white woman raped and killed by blacklivesmatter https t
1229,0,rt remember if it looks islam sounds like islam and to be islam it was almost the jews or
1230,0,rt how did christian nazis to see the of hating the jews and yet a jew 
1231,1,rt when on the to during and says we will like the jews for all i care get on
1232,0,rt seriously when did the jews the on this whole never forget thing 
1233,0,rt i know this is hard for some people to hear so you may want to sit israel and the jews are not going away it s time t
1234,0,rt instead of gaza hamas is an army of child to fight the jews saw it http t c
1235,0,rt it would be my greatest to see zionists do to palestinian arabs much of what nazis did to the jews
1236,0,rt whitepower 
1237,1,rt is a fucking getting to another for a wife
1238,0,rt go through his tweets he tells his whitegenocide is a good thing he s also 
1239,0,rt i think the most thing to come out of anti gamergate is sjws make whitegenocide look like they
1240,0,rt france muslim screaming kill the jews jew https t co 
1241,1,rt bebecause multiculturalism has made sweden the rape of the west whitegenocide https t co 
1242,0,rt germans say war like on the way nrx whitegenocide https t co w
1243,0,rt africa for africans asia for asians white countries everybody that s whitegenocide http t co 
1244,0,rt diversity is codeword for whitegenocide states m http 
1245,0,rt african calls for whitegenocide http t co
1246,1,rt german is literally to migrants how to german using whitegenocide https 
1247,0,rt germans against muslim immigration media https t co whitegenocide pegida ukip e
1248,0,rt how s that for more diversity in the force going then https t co b i whitegenocide
1249,0,rt of get with migrants in https t co whitegenocide
1250,1,rt just down for a game of black with my family whitegenocide https t co
1251,0,rt mass immigration forced diversity whitegenocide http 
1252,0,rt no matter what an antiwhite the end is always the isame a world without whites whitegenocide
1253,0,rt a rally against racism whitegenocide ukip edl bnp na https 
1254,1,rt the kalergi plan the genocide of the people of europe https t co whitegenocide
1255,0,rt third world an bus but gets his minority privilege https t co l pegida
1256,0,rt a new on the taking out the https t co a whitegenocide
1257,0,rt is it racist to oppose the gang rape of white women children by rd world whitegenocide https t 
1258,0,rt is it time to in the ghetto for a real first trump trump trump whitegenocide brexit https 
1259,0,rt multiculturalism is genocide https t co r whitegenocide https 
1260,0,rt multiculturalism is jewish racial by slavery to whitegenocide 
1261,0,rt the has he said get off your white man they are our kids whitegenocide https 
1262,0,rt uk muslim rape again https t co whitegenocide brexit ukip t
1263,0,rt we are being told by the jews that the of multiculturalism far the of mass murder gang rape
1264,0,rt white british girl gang raped in by gang of https t co whitegenocide
1265,0,rt racist white rape victims http t co whitelivesmatter waronwhites w
1266,0,rt netanyahu it is to the s in hitler to exterminate the jews there is a lot of
1267,0,rt obama may cut with netanyahu http t co jihad on the jews just became
1268,0,rt it did not take long muslim in germany islam will rule who can blame him we will you https t co c g
1269,0,rt whitegenocide ppl are equal rights means i am a nazi all of a http t co o
1270,0,rt
1271,0,rt you cannot sit on the and act like they are not after you the jews have to kill your c
1272,0,rt genocide watch on genocide in http t co 
1273,0,rt refugeeswelcome whitegenocide merkel germany migrants antiwhite cuckservative http t co 
1274,0,rt wants to murder gays and hates the jews https t co
1275,0,rt the stop the whitegenocide ht
1276,0,rt mt whitelivesmatter http t co 
1277,0,rt i have been hate is codeword for i people and whitegenocide http t
1278,0,rt thousands in and hold anti whitegenocide http t co
1279,0,rt we need to and make are borders strong keep the illegal immigrants out whitegenocide
1280,0,rt i loved that one movie where a t named killed all the nazis and saved the jews d
1281,0,rt are the of jews the jews them in every 
1282,1,rt im going to murder you
1283,0,rt god gave israel to the jews god not some like allah or 
1284,0,rt but if you are will not the jews muslims be by all of the 
1285,0,rt stand up for your race whitegenocide
1286,0,rt here is your king pilate said to the jews but they take him away take him away him
1287,0,rt germans rally against the islamic invasion https t co via whitegenocide
1288,0,rt if anyone wants to feel a bit this morning check out idiot whitegenocide my 
1289,0,rt immigration niggers whitegenocide http t co o w h ban
1290,0,rt be a good white black whitegenocide bbc htt
1291,0,rt yes there is a whitelivesmatter movement it s called the kkk 
1292,0,rt leader muhammad al called obama the of the jews the him today https t co 
1293,0,rt rid usa of whitepeople http t co z whitegenocide are http t co 
1294,0,rt muslims the jews out the paris attacks to make the muslims look bad http t co e
1295,0,rt uk muslim tells jewish bus he will kill all the jews https t co 
1296,0,rt the jews control too http t co
1297,0,rt m stop killing us whitelivesmatter http t co
1298,1,rt it s the jews it always has been https
1299,0,rt wow great on black vs of murder rape in usa must see whitegenocide
1300,0,rt forced whites tcot nrx ukip wh
1301,0,rt whites who cannot alive by black http t co w whitegenocide http t co 
1302,0,rt is the greatest threat the west has ever whitegenocide ukip mt http t c
1303,0,rt invaders r destroying the west as a whites refugees in r own countries whitegenocide http t c
1304,0,rt now genocide of jewish other whites is on of million jews whitegenocide http t co
1305,0,rt anti semitic attacks will continue to as muslim invasion of west trump whitegenocide https t co
1306,0,rt are there any who oppose whitegenocide are all pegida edl ukip http t co 
1307,0,rt was not to whitegenocide not a our would have him a https t co
1308,0,rt diversity is a racist for out whites for ethnic for now whitegenocide http t 
1309,0,rt genocide can start off w of jews to the east or in the west whitegenocide http t 
1310,0,rt i want works whitegenocide https t co 
1311,1,rt muslims are genocidal enemies of the west it s that we let us of s of them in every year 
1312,0,rt my man trump is whites bc he will not oppose whitegenocide but he is the least racist https t 
1313,0,rt are taught all s on hatred violence one day violent whitegenocide http t c
1314,0,rt all of the who support whitegenocide use the ukip tcot pjnet edl bnp a http t 
1315,0,rt the biggest genocide in history still in its is genocide of western man
1316,1,rt to means to out diversity is the cry of ukip tcot gop pjnet
1317,0,rt us says by whites will be of us of babies this is whitegenocide paris https t 
1318,1,rt you re almost right we re at war with true muslims the ones are not real muslims whitegenocide https t 
1319,0,rt muslims are here video police allow muslims to attack the jews at pro israel http t co l
1320,0,rt diversity and cannot exist together whitegenocide
1321,1,rt africa for the africans asia for the asians white countries for everybody it s whitegenocide https t co
1322,0,rt this beautiful white woman is on real white men with to help whitegenocide save europe http t
1323,1,rt whitegenocide gang of muslims victim to at night to cut her head off to get sex http t 
1324,0,rt whitegenocide uk it was racist to muslim rape http t co
1325,1,rt
1326,0,rt no not men here this is more off whitegenocide killing by
1327,0,rt i tell the jews straight up you ain t got a enough to to cut off my just
1328,0,rt anti whites cannot allow even one white on the entire planet bebecause all the white people would go
1329,0,rt diversity means chasing down the last white person whitegenocide
1330,0,rt a better question is why get when the victims are white whitegenocide https t co
1331,0,rt whitegenocide may yes that is an ugly baby no i do not want you as my
1332,0,rt if hitler had won wwii we might be speaking german instead of and whitegenocide https t co n
1333,0,rt only white people are to genocide whitegenocide https t co a
1334,1,rt are you whitegenocide still that are us and that living next to an family is g
1335,0,rt altright tcot ccot wr whitegenocide jews israel https t co 
1336,1,rt the borders is a start the only are whitegenocide ht
1337,0,rt bebecause the are for speaking out against their own genocide whitegenocide https 
1338,0,rt whitegenocide is by a media system that white people their political system http
1339,0,rt anti whites have a million one to push for whitegenocide and the fight back ht
1340,0,rt public anti white media have white people into supporting whitegenocide ht
1341,0,rt the media on trump s rt is already in whitegenocide https t co 
1342,0,rt this president let his anti israel true out since he is done using the jews i my friends t
1343,0,rt a is only alive today bebecause this black s gun whitelivesmatter https t
1344,1,rt black people yourself whitepeople whitelivesmatter evil http 
1345,0,rt of course in the bible it that the jews were never bebecause of their religion 
1346,1,rt if you are white do it right a white it is our to our whitegenocide https 
1347,0,rt it s a close call as to which religion will in the middle east the jews have money to burn muslims have children
1348,1,rt the german system well as soon as they kicked the jews out of the
1349,1,rt this is point z which is where the jews being would the http t co z
1350,0,rt about to kill whites in media silent whitelivesmatter https t co
1351,0,rt europe of no whitegenocide http t co l mr r
1352,0,rt no more wars sign a against whitegenocide https t co https t co v mr
1353,0,rt is it racist for a jewish to in the post that whites deserve to be whitegenocide https t
1354,0,rt some in my class had the to say that going to school is as bad as what the jews went through im
1355,0,rt i my to rape girls as the palestinian women are slaves for the jews http t 
1356,0,rt in media new muslim calls for genocide of the jews http t co
1357,1,rt we gas these more than the germans gas the jews
1358,1,rt palestinian school fight the jews kill them and them via http t co u
1359,0,rt a fun game everything trump is saying about immigrants with the jews 
1360,0,rt the is of death of attacks on america israel and the jews http t
1361,0,rt this is the isame thing that the nazi s did to the jews their to be up ex
1362,0,rt only thing white in is the bebecause it white boys to be killed whitegenocide ht
1363,0,rt the jews be like two for the of one http t co
1364,1,rt how the jews should just get over it and then some asshole that we the holocaust no you had
1365,0,rt love how the article states we were in crimes against the jews we kept them out of our country https t co 
1366,0,rt rt if u think the holocaust was all a big conspiracy by the jews to finally get to the un
1367,0,rt the party of the from hamas s war against the jews to attacking the uk for isis ht
1368,1,rt attack on paris synagogue death to the jews truth http t co
1369,0,rt being the of we on the left are better able to antisemitism than the jews
1370,0,rt there is no antisemitism in labour but is going to have to work hard to that bebecause the jews are
1371,0,rt of course he wouldid from man who thinks god sent hitler the jews https t co j u
1372,0,rt ben the jews in to win in their to the church
1373,1,rt i am most trump supporters are supporters of israel trump wants to muslims like hitler treated th
1374,0,rt germany https t co whitelivesmatter w
1375,1,rt uk president of in god created the jews by https t co https t co
1376,0,rt you cannot tell us the jews are not his chosen people jewish http t co p
1377,0,rt we have who hates the jews hated the chinese and who hates
1378,0,rt what did the jews say after in the years the israel 
1379,1,rt beat white man girls get off http t co via tcot
1380,0,rt bill s rd party white working class deserve to die whitegenocide altright https t 
1381,0,rt remember all the white when got away w the of white people ferguson whitelivesmatter http 
1382,0,rt first isis to in europe kill the jews is the of this https t co https t co 
1383,0,rt out at germany for burning the jews in the https t co https t co 
1384,1,rt my nigga if it brown its down whitegenocide
1385,0,rt once he family will off to a after us to whitegenocide
1386,0,rt you re only calling me a bebecause i am white i oppose whitegenocide is a co
1387,0,rt the from new attacks means chasing down pro white
1388,0,rt will be tried for their part in whitegenocide ht
1389,0,rt bebecause white people out of a is part of whitegenocide http
1390,0,rt bebecause the anti white has paid for their silence while they
1391,0,rt am i the only one around here who gives a shit about whitegenocide http t co 
1392,1,rt forced immigration assimilation whitegenocide http
1393,0,rt forced immigration and forced assimilation is not a it is a fact whitegenocide https t co 
1394,1,rt of at s free baby
1395,1,rt blacks muslims and asians only care about their own but whites are to care for everyone but themselves white
1396,1,rt was f stop whitegenocide http t co 
1397,0,rt every time a jew gets blamed for something we get told oh no its not the jews it is zionists u rape
1398,0,rt it happens the jews mt i ll oppose gay until i see new of bible http t co
1399,0,rt hitler im going to kill the jews are u 
1400,0,rt they south africa and now we cannot defend whitegenocide think 
1401,0,rt me damn clear evidence of whitegenocide waronwhites http
1402,1,rt you can always blame it on the jews
1403,0,rt of are jewish so if your team s needs are not being blame it on the jews
1404,1,rt are still red are still is still and i am still killing the jews 
1405,1,rt small things that mean a lot long hand giving up the jews in your
1406,1,rt when the jews found out it really was not a https t co
1407,0,rt when you want to the left s works every time whitelivesmatter is a good
1408,0,rt of course in and blacks still blame whites whitelivesmatter are done
1409,0,rt blacklivesmatter violence to make a point whitelivesmatter facts and http t co e
1410,0,rt no the jews are responsible or us
1411,0,rt population and fighting whitegenocide https t co
1412,0,rt what s wrong with anti white propaganda whitegenocide https t co
1413,0,rt need more proof that is not about palestinian rights and all about hating the jews https t co
1414,0,rt killed the jews 
1415,0,rt i guess people do not like to see the truth whitegenocide https t co
1416,0,rt what the are doing to is like what the germans did to the jews and the
1417,0,rt w every he up from the to let us know he hates the jews 
1418,0,rt they want whitegenocide and if you cannot see that you are not looking https t co
1419,1,rt don t buy from the jews in europe in 
1420,0,rt you all thought were well do death whitepower change
1421,0,rt whitegenocide in south africa http t co
1422,0,rt wars this to whitegenocide vote for https t 
1423,0,rt and never will the jews or the christians of you until you follow their religion and history have
1424,0,rt whitegenocide these think is genocide i reading about those american or
1425,0,rt my ex muslim wife and i islam bebecause its a religion of hate to the th not the re
1426,0,rt child gaza but the liberal media look the other way and blame the jews http t co as
1427,0,rt may a racist black is white tell us again blacklivesmatter is not a hate group whitelivesmatter http t
1428,1,rt the jews 
1429,1,rt the has in germany bless germans for the way again whitegenocide http t co htt
1430,0,rt a new holocaust is created and by the jews thank you for us the truth
1431,0,rt why are the jews the only ones for their in wwii
1432,0,rt tonight more than ever i stand with and his supporters whitegenocide maga
1433,0,rt can t top yes we can whitegenocide htt
1434,1,rt d one genocide to rule them all whitegenocide https 
1435,0,rt paris an european wake up call whitegenocide pegida htt
1436,1,rt no not the the and the again fuck ur we are at war whitegenocide htt
1437,1,rt the white race making my mom https t co defend europe oppose whitegenocide https t 
1438,1,rt terror no more https t co whitegenocide htt
1439,1,rt yes waronwhites whitegenocide https t co
1440,0,rt diversity is a code word whitegenocide https 
1441,0,rt want to slaughter all the but only want to slaughter the jews and women 
1442,0,rt i heard today was i hope the arabs in their of to genocide against the jews htt
1443,1,rt black children really need to stop white is this how to people who you from africa
1444,0,rt so whitelivesmatter has been a hate group
1445,1,rt wow muslim allah gave israel to the jews palestinians are the of children http 
1446,0,rt me it s so hot in the it is like an think about how the jews felt
1447,0,rt my words when is face jews these same ppl will back the jews do not change
1448,0,rt all only white countries w mass non white immigration forced assimilation is genocide w
1449,0,rt the world will see the truth hitler whitegenocide truth sjw blacklivesmatter https t co
1450,0,rt no this is a black on white crime other way i am sure it would be different
1451,0,rt whitegenocide https 
1452,0,rt even hitler did not a big that read death to the jews iran did today http t co s
1453,0,rt whitegenocide a to the of whites in south africa http t co mt http t co
1454,0,rt merkel whitegenocide tcot nrx https
1455,0,rt your name to the forced immigration i e is whitegenocide htt
1456,0,rt forced immigration forced assimilation only in white nations is genocide whitegenocide https 
1457,0,rt if diversity is so great then how can non whites have it wrong diversity is a codeword for
1458,0,rt it s happening germans merkel of genocide against them whitegenocide tcot htt
1459,0,rt germany anti white terrorist attacks with forced immigration assimilation whitegenocide http
1460,0,rt that racial diversity is a police s have whitegenocide tcot
1461,0,rt that s bebecause racial diversity is a code word for whitegenocide https t co
1462,0,rt when was the vote on non white immigration into every only white nations it was forced whitegenocide 
1463,0,rt ever hear anti racists black countries become non black but they are white countries become non white it s
1464,0,rt forced immigration diversity of white community and race but this is whitegenocide under
1465,0,rt asians to become a racial minority in asia would be genocide but this if being forced on white people
1466,0,rt europe used to be a safe and very place to live and it will be again whitelivesmatter htt
1467,0,rt is s forced diversity just a bad movie or whitegenocide https t co
1468,0,rt you want to a full just put up a whitegenocide
1469,0,rt by chasing down every last one of them with diversity whitegenocide
1470,0,rt black calls for whites to come back to sa whitegenocide altright pegida https t co https t co u
1471,0,rt watch the anti migrant video going europe on whitegenocide https 
1472,0,rt i will be on tonight between talking on in whitegenocide http t co 
1473,0,rt islam is a black crime is also a whitegenocide is the https t co q
1474,0,rt media lies about whitegenocide in tcot nrx a http t co p http t
1475,0,rt no such thing as whitegenocide everyone is oh sorry lol this only to white countries https 
1476,0,rt white in agenda whitegenocide cuckservative a http t co http 
1477,0,rt whites who oppose the anti whites are always called the isame racist nazi white whitegenocide https 
1478,0,rt just as obama wants it and the jews are in his end is near for christianity in truth http t co
1479,1,rt jew never again well maybe more time to the jews be to fight back t http 
1480,1,rt post someone who gave to but would one who thinks the h n the jews
1481,0,rt diversity is only on white diversity is a code word for whitegenocide https t co
1482,0,rt how can you be and have no in your fight whitegenocide 
1483,0,rt if this they are in genocide whitegenocide http t co j p
1484,0,rt it s great to see more and more antiwhites admit they want whitegenocide this is truly the of an
1485,0,rt any christians the world is on or whatever lets blame
1486,0,rt what hitler did to the jews in germany will be nothing to what is going be done to american christians https 
1487,0,rt make no about this during ww the was the nazis against the jews today the pope p
1488,0,rt if you are the of two police get the fuck out of america tcot
1489,0,rt a on white genocide with the of the white genocide whitegenocide antiwhite tcot ht
1490,0,rt this a good example of entire middle of the jews i e make the whites the of non whites https 
1491,0,rt ccot and i will bless them that bless and curse him that the jews htt
1492,0,rt the whitegenocide or lie of a only when https 
1493,1,rt we are islamic people into the usa who want to kill all the christians and all the jews are we the 
1494,0,rt we ll come by the of and turn europe black https t co r whitegenocide
1495,0,rt victims of pc whitegenocide cuckservative https t co
1496,0,rt march in imagine in every white nation stop whitegenocide htt
1497,0,rt they are gonna the jews to protect the islamic hitler a a
1498,0,rt france is no longer france mass immigration whitegenocide https t co na
1499,1,rt islam is a religion of hate and of violence against women and girls 
1500,0,rt everyone wanted a to islam back now here they are being the jews did the isame
1501,0,rt muslim no until the jews before us we must israel https t co
1502,0,rt these self are said kill the gays and the jews too the fuck down 
1503,0,rt i bet the jews did nazi us coming hitler
1504,0,rt s america about the jews http t co
1505,0,rt in it was the jews who created white privilege and used them the most 
1506,0,rt whitegenocide m tcot bnp http t
1507,0,rt new post getting for march against whitegenocide http t co 
1508,1,rt ah yes when i said kill the jews i only kill the zionists and jew hatred https t co
1509,1,rt from someone the threat at my son s yeah but the jews https t co
1510,0,rt anti white thinks that all whites who oppose their own and whitegenocide should b
1511,0,rt diversity white genocide whitegenocide nrx ukip pegida immigration http t co
1512,1,rt do it right keep it white http t co j whitegenocide http t co
1513,0,rt even knew years ago that racial is a bad idea whitegenocide waronwhites altright nrx http 
1514,0,rt i love my race do you whitegenocide waronwhites whitelivesmatter pegida nrx tcot http t co
1515,0,rt i am not a nazi i am not kkk i just love my race the white race and oppose whitegenocide my message is one of love
1516,0,rt if you are against the genocide of white people in south africa rt this tcot whitegenocide http t co
1517,0,rt love your race my white and whitegenocide pegida ukip http t c
1518,0,rt love your race whitelivesmatter https t co lt
1519,0,rt stop white genocide in south africa whitegenocide pegida nrx gamergate tcot http t 
1520,1,rt the more you the more they tcot pjnet pegida ukip nrx europe africa whitegenocide http t
1521,0,rt to whites out of via immigration is white genocide whitegenocide pegida https t co at
1522,0,rt white girl burned to death by black man http t co ferguson whitelivesmatter http t co o
1523,0,rt you have been pegida whitegenocide ukip labour france uk http t 
1524,0,rt since people using the hashtag like justice so much how about we get some justice for whitegenocide http
1525,0,rt since became president the whites are in sa whitegenocide http t co
1526,0,rt the have gone out of their way to blacks gays and women now it is the j
1527,0,rt poor poor great is that their enemies are not the jews 
1528,0,rt so to the were and wwii happened bebecause the jews did not have guns 
1529,0,rt it is a conspiracy by obama hillary and the rest of the to america 
1530,0,rt i believe the whole thing started the arabs were of the god that the jews west
1531,0,rt not by the the jews always when the is on
1532,0,rt are the man disgusting once again we see how the jews control everything
1533,0,rt by the part https t co dr q multiculturalism immigration whitegenocide 
1534,0,rt obama and hillary let iran take israel and the jews https t co c via 
1535,0,rt and the jews are in please you lol
1536,1,rt god the jews too 
1537,0,rt b alive the only totally free arabs that live in the entire middle east live in israel no wonder hamas wants to kill the jews 
1538,1,rt sick of this palestine palestine a country created by the romans as an to the jews there is not a p
